sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
80,7,A,,Identifier Contact Phone Number,xbrli:stringItemType,0..1,,Identifier Contact Phone Number,gl-cor,,Identifier Contact Phone,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Phone.Identifier Contact Phone Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctPhon_IdntfrContctPhonNumbr,CVE担当者電話番号,CVE識別子の担当者の電話番号。,gl-cor:identifierContactPhoneNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone/gl-cor:identifierContactPhoneNumber
81,6,C,,Identifier Contact Fax Number,,0..*,,Fax Number,gl-cor,,Identifier Contact Fax Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Fax Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctFaxNumbr,【CVE担当者FAX番号】,FAX番号。,gl-cor:identifierContactFax,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax
82,7,A,,Identifer Contact Fax Number Usage,xbrli:stringItemType,0..1,,"Identifer Contact Fax Number Usage (e.g. Orders, Head Office, IR)",gl-cor,,Identifier Contact Fax Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Fax Number.Identifer Contact Fax Number Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctFaxNumbr_IdntfrContctFaxNumbrUsg,CVE担当者FAX番号用途,CVE識別子の担当者のFAX番号の用途。(注文、本社、IRなど),gl-cor:identifierContactFaxNumberUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax/gl-cor:identifierContactFaxNumberUsage
83,7,A,,Identifer Contact Fax Number,xbrli:stringItemType,0..1,,Identifer Contact Fax Number,gl-cor,,Identifier Contact Fax Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Fax Number.Identifer Contact Fax Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctFaxNumbr_IdntfrContctFaxNumbr,CVE担当者FAX番号,CVE識別子の担当者のFAX番号。,gl-cor:identifierContactFaxNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax/gl-cor:identifierContactFaxNumber
84,6,C,,Identifier Contact Email Address,,0..*,,Email Address,gl-cor,,Identifier Contact Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Email Address,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctEmlAddrss,【CVE担当者Eメールアドレス】,Eメールアドレス。,gl-cor:identifierContactEmail,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail
85,7,A,,Identifer Contact Email Address Usage,xbrli:stringItemType,0..1,,"Identifer Contact Email Address Usage (e.g. Orders, Head Office, IR)",gl-cor,,Identifier Contact Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Email Address.Identifer Contact Email Address Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctEmlAddrss_IdntfrContctEmlAddrssUsg,CVE担当者Eメールアドレス用途,CVE識別子の担当者のEメールアドレスの用途。(注文、本社、IRなど),gl-cor:identifierContactEmailAddressUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail/gl-cor:identifierContactEmailAddressUsage
86,7,A,,Identifer Contact Email Address,xbrli:stringItemType,0..1,,Identifer Contact Email Address,gl-cor,,Identifier Contact Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Email Address.Identifer Contact Email Address,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctEmlAddrss_IdntfrContctEmlAddrss,CVE担当者Eメールアドレス,CVE識別子の担当者のEメールアドレス。,gl-cor:identifierContactEmailAddress,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail/gl-cor:identifierContactEmailAddress
87,6,A,,Identifier Contact Type,xbrli:stringItemType,0..1,,Identifier Contact Type,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Type,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctType,CVE担当者種別,CVE識別子の担当者の種別,gl-cor:identifierContactType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactType
88,5,A,,Identifier Active,xbrli:booleanItemType,0..1,,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Active,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrActv,CVE有効性,CVE識別子が有効か無効かを示すブール値。,gl-cor:identifierActive,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierActive
89,4,A,,Document Type,xbrli:tokenItemType,0..1,,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Type,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntType,元文書種別,"小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト] (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)",gl-cor:documentType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentType
90,4,A,,Document Type Description,xbrli:stringItemType,0..1,,Free format description of the document type,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Type Description,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntTypeDescrptn,元文書種別説明,元文書の種別の説明。,gl-cor:documentTypeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentTypeDescription
91,4,A,,Invoice Type,xbrli:tokenItemType,0..1,,"Invoice Type  (self-billed, ePoS enumerated values)",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Invoice Type,AccntgEntrs_EntryInfrmn_EntryDetl_InvcType,請求書種別,"請求書の種別。(self-billed、ePoS)
[設定値のリスト]
(ePos：POSシステムからの発行)、(self-billed：手動発行)",gl-cor:invoiceType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:invoiceType
92,4,A,,Document Number,xbrli:stringItemType,0..1,,"Invoice, check, voucher, or other source document identifier",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Number,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntNumbr,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,gl-cor:documentNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentNumber
93,4,A,,Apply To Number,xbrli:stringItemType,0..1,,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Apply To Number,AccntgEntrs_EntryInfrmn_EntryDetl_ApplyNumbr,適用先番号,"支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。
未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。",gl-cor:documentApplyToNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentApplyToNumber
94,4,A,,Document Reference,xbrli:stringItemType,0..1,,Internal reference for the document above; number assigned internally to track the document,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Reference,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntRefrnc,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,gl-cor:documentReference,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentReference
95,4,A,,Document Date,xbrli:dateTimeItemType,0..1,,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Date,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntDat,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,gl-cor:documentDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentDate
96,4,A,,Posting Status,xbrli:tokenItemType,0..1,,"deferred: although entered, it cannot be posted until a later time
posted: already posted
proposed: a proposed item that must be approved
simulated: a simulated item, for what-if
tax: a tax-specific entry
unposted:entered but not yet posted or validated
cancelled:entered and later cancelled
other:other status - should be described in postingStatusDescription",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Posting Status,AccntgEntrs_EntryInfrmn_EntryDetl_PostngStats,転記状態,"・据置：入力されたが、まだ転記できない。
・転記済：転記済み。
・提案済：検証が必要な項目。
・シミュレーション：仮定のためにシミュレートされた項目。
・税：税項目。
・未転記：入力されたが、まだ検証も転記もされていない。
・取消済：入力されたが、取り消された。
・その他：その他の状態。postingStatusDescriptionで説明されるべき。
[設定値のリスト]
(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他)",gl-cor:postingStatus,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingStatus
97,4,A,,Posting Status Description,xbrli:stringItemType,0..1,,Free format description of the posting status,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Posting Status Description,AccntgEntrs_EntryInfrmn_EntryDetl_PostngStatsDescrptn,転記状態説明,転記状態の説明。,gl-cor:postingStatusDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingStatusDescription
98,4,C,,XBRL Information,,0..*,,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,gl-cor,,XBRL Information,,,$.Accounting Entries.Entry Information.Entry Detail.XBRL Information,AccntgEntrs_EntryInfrmn_EntryDetl_XbrlInfrmn,【XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,gl-cor:xbrlInfo,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo
99,5,A,,XBRL Allocation,xbrli:tokenItemType,0..1,,"Indicates that the information being given is beginning_balance, ending_balance, period_change.",gl-cor,,XBRL Information,,,$.Accounting Entries.Entry Information.Entry Detail.XBRL Information.XBRL Allocation,AccntgEntrs_EntryInfrmn_EntryDetl_XbrlInfrmn_XbrlAllctn,XBRL割当,"与えられた情報が、期首残高、期末残高、期中増減のいずれであるかを示す。
[設定値のリスト]
(beginning_balance：期首残高)、(ending_balance：期末残高)、(period_change：期中増減)",gl-cor:xbrlInclude,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:xbrlInclude
100,5,A,,Summary Reporting Element,xbrli:QNameItemType,0..1,,Associated XBRL element or XML element within an XML taxonomy - mapping to an XBRL concept.,gl-cor,,XBRL Information,,,$.Accounting Entries.Entry Information.Entry Detail.XBRL Information.Summary Reporting Element,AccntgEntrs_EntryInfrmn_EntryDetl_XbrlInfrmn_SummryReprtngElmnt,集約報告エレメント,関係付けられた、XMLタクソノミ中のXBRL要素または、XML要素。XBRLコンセプトへのマッピング。,gl-cor:summaryReportingElement,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:summaryReportingElement
101,5,A,,Detail Matching Element,xbrli:QNameItemType,0..1,,Associated XBRL element in XBRL-GL instance.,gl-cor,,XBRL Information,,,$.Accounting Entries.Entry Information.Entry Detail.XBRL Information.Detail Matching Element,AccntgEntrs_EntryInfrmn_EntryDetl_XbrlInfrmn_DetlMatchngElmnt,明細対応エレメント,関係付けられた、XBRL-GLインスタンス中のXBRL要素。,gl-cor:detailMatchingElement,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:detailMatchingElement
102,4,A,,Description,xbrli:stringItemType,0..1,,Description of this line of detail only,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Description,AccntgEntrs_EntryInfrmn_EntryDetl_Descrptn,説明,この明細行のみに対する説明。,gl-cor:detailComment,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailComment
103,4,A,,Acknowledgement Date,xbrli:dateTimeItemType,0..1,,Date of acknowledgement of goods/services shipped/received.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Acknowledgement Date,AccntgEntrs_EntryInfrmn_EntryDetl_AcknwtDat,承認日付,出荷/受領済みの物品/サービスを承認した日付。,gl-cor:dateAcknowledged,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:dateAcknowledged
104,4,A,,Confirmation Date,xbrli:dateTimeItemType,0..1,,Date of confirmation of shipment/receipt.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Confirmation Date,AccntgEntrs_EntryInfrmn_EntryDetl_ConfrmtnDat,確認日付,出荷/受領を確認した日付。,gl-cor:confirmedDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:confirmedDate
105,4,A,,Ship From,xbrli:stringItemType,0..1,,References organizationAddressLocationIdentifier where used. Otherwise freeform.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Ship From,AccntgEntrs_EntryInfrmn_EntryDetl_Ship,出荷元,organizationAddressLocationIdentifierの参照情報。または自由記述。,gl-cor:shipFrom,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:shipFrom
106,4,A,,Date Shipped/Received,xbrli:dateTimeItemType,0..1,,Date goods/services are shipped/received.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Date Shipped/Received,AccntgEntrs_EntryInfrmn_EntryDetl_DatShippdrcvd,出荷/受領日付,物品/サービスを出荷/受領した日付。,gl-cor:shipReceivedDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:shipReceivedDate
107,4,A,,Maturity Date or Date Due,xbrli:dateTimeItemType,0..1,,Due date or other maturity date.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Maturity Date or Date Due,AccntgEntrs_EntryInfrmn_EntryDetl_MatrtyDatOrDatDue,支払期日,支払期日やその他の期日。,gl-cor:maturityDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:maturityDate
108,4,A,,Payment Terms,xbrli:stringItemType,0..1,,Discount/payment terms.,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Payment Terms,AccntgEntrs_EntryInfrmn_EntryDetl_PaymntTerms,支払条件,割引/支払い条件。,gl-cor:terms,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:terms
109,4,C,,Tax Information,,0..*,,Tuple for holding tax related information,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn,【税情報】,税関連の情報のタプル。,gl-cor:taxes,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes
110,5,A,,Tax Authority,xbrli:stringItemType,0..1,,Name of the relevant tax authority,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Authority,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxAthrty,課税庁,関係する課税庁の名前。,gl-cor:taxAuthority,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxAuthority
111,5,A,,Tax Table Code,xbrli:stringItemType,0..1,,Tax table code used by the relevant tax authority,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Table Code,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxTablCod,税率表コード,関係する課税庁で使用される税率表のコード。,gl-cor:taxTableCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxTableCode
112,5,A,,Tax Description,xbrli:stringItemType,0..1,,Description of tax authority,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Description,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxDescrptn,課税庁説明,課税庁の説明。,gl-cor:taxDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxDescription
113,5,A,,Amount of Taxes,xbrli:monetaryItemType,0..1,,Amount of taxes,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Amount of Taxes,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_AmntTaxs,税額,税額。,gl-cor:taxAmount,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxAmount
114,5,A,,Basis for Taxation,xbrli:monetaryItemType,0..1,,Basis for taxation,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Basis for Taxation,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_BassTaxtn,課税基準,課税基準。,gl-cor:taxBasis,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxBasis
115,5,A,,[DEPRECATED. taxExchangeRate should be used one in gl-muc pallette] Exchange Rate for Tax,xbrli:pureItemType,0..1,,[DEPRECATED. taxExchangeRate should be used one in gl-muc pallette] Amount for foreign currency tracking in original currency,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.[DEPRECATED. taxExchangeRate should be used one in gl-muc pallette] Exchange Rate for Tax,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_DeprctdTaxxchngrtSholdBeUsdOneGlmucPallttExchngRatTax,[非推奨] 税額換算用レート,[非推奨 gl-mucで定義されているtaxExchangeRateを使用すべき] 原取引通貨に外貨を適用するための値。,gl-cor:taxExchangeRate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxExchangeRate
116,5,A,,Tax Percentage Rate,xbrli:pureItemType,0..1,,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Percentage Rate,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxPercntgRat,税率,"VAT(物品税)またはその他の税のパーセント比率。
0から1.0の間の値。たとえば50%は0.5とあらわす。",gl-cor:taxPercentageRate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxPercentageRate
117,5,A,,Tax Category,xbrli:stringItemType,0..1,,A class or category of taxes,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Category,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxCatgry,税区分,税のクラス又はカテゴリ。,gl-cor:taxCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxCode
118,5,A,,Tax Comment/Exemption Reason,xbrli:stringItemType,0..1,,Additional text/code for exemption reasons or other comments.,gl-cor,,Tax Information,,,$.Accounting Entries.Entry Information.Entry Detail.Tax Information.Tax Comment/Exemption Reason,AccntgEntrs_EntryInfrmn_EntryDetl_TaxInfrmn_TaxCommntxmptnResn,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。,gl-cor:taxCommentExemption,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxCommentExemption
119,4,A,,Ticking Field,xbrli:booleanItemType,0..1,,"Signifies that an item has been cleared, finished, finalized. When checking accounts are called for, the tick or letter showing this was done appears in this field. Can also be used for identifying that the
original document against which a payment or DR/CR memo applies has been reconciled.",gl-taf,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Ticking Field,AccntgEntrs_EntryInfrmn_EntryDetl_TickngFild,チェック欄,項目が消去または完了されたことを示す。勘定のチェックが要求される場合、処理済を示すチェックマークまたは文字が指定される。支払またはDR/CRのメモに対する元文書が、消し込まれたことを確認するためにも使用可能。,gl-taf:tickingField,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:tickingField
120,4,A,,Document Remaining Balance,xbrli:monetaryItemType,0..1,,Balance remaining on the document,gl-taf,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Document Remaining Balance,AccntgEntrs_EntryInfrmn_EntryDetl_DocmntRemnngBalnc,文書上残高,文書上の残高。,gl-taf:documentRemainingBalance,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:documentRemainingBalance
121,4,A,,UCR,xbrli:stringItemType,0..1,,"Unique Consignment Reference or UCR. An ""origin to destination"" reference code for international consignments, developed in cooperation with the World Customs Organization and EAN International (EAN). (http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",gl-taf,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.UCR,AccntgEntrs_EntryInfrmn_EntryDetl_Ucr,UCRコード,"Unique Consignment ReferenceまたはUCR。国際委託販売のための""origin to destination""参照コード。World Customs OrganizationとEAN International (EAN)が共同で開発している。
(http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",gl-taf:uniqueConsignmentReference,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:uniqueConsignmentReference
122,4,C,,Originating Document  - Heading,,0..*,,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-taf,,Originating Document  - Heading,,,$.Accounting Entries.Entry Information.Entry Detail.Originating Document  - Heading,AccntgEntrs_EntryInfrmn_EntryDetl_OrgntgDocmntHedng,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,gl-taf:originatingDocumentStructure,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure
123,5,A,,Originating Document Type,xbrli:tokenItemType,0..1,,"Originating document type  check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-taf,,Originating Document  - Heading,,,$.Accounting Entries.Entry Information.Entry Detail.Originating Document  - Heading.Originating Document Type,AccntgEntrs_EntryInfrmn_EntryDetl_OrgntgDocmntHedng_OrgntgDocmntType,発生元文書種別,発生元文書の種別。小切手(check)、借方メモ(debit-memo)、貸方メモ(credit-memo)、財務費用(finance-charge)、顧客への請求書(invoice)、顧客オーダ(order-customer)、仕入先オーダ(order-vendor)、その他支払い(payment-other)、督促状(reminder)、手形(tegata)、ベンダからの請求書(voucher)、出荷票(shipment)、受領票(receipt)、手修正(manual-adjustment)、その他(other),gl-taf:originatingDocumentType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentType
124,5,A,,Originating Document Number,xbrli:stringItemType,0..1,,Originating document number,gl-taf,,Originating Document  - Heading,,,$.Accounting Entries.Entry Information.Entry Detail.Originating Document  - Heading.Originating Document Number,AccntgEntrs_EntryInfrmn_EntryDetl_OrgntgDocmntHedng_OrgntgDocmntNumbr,発生元文書番号,発生元文書の番号。,gl-taf:originatingDocumentNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentNumber
